X,Y,OBJECTID,Stop_Code,Stop_ID,Stop_Name,Street,Cross_Street,Position,Stop_Lat,Stop_Lon,Downtown,Council_District,Sign_Crew,Road_Maint,GoRaleigh,GoTriangle,Wolfline,Wake_Forest,GoDurham,GoCary,Shelter,Shelter_Type,Shelter_Count,Bench,Bench_Type,Bench_Count,Trash_Can,Trash_Can_Type,Trash_Can_Count,Landing_Pad,Amenity_Pad,Pad_Size,Bike_Rack,Lighting,Lighting_Type,Real_Time,USB_Charging,Sidewalk,Crosswalk,Ped_Signal,Curb_Ramp,ADA_Compliant,Bike_Lane,Greenway,Art,Project,Project_Type,Project_Status,Project_Target,R1,R2,R2L,R3,R4,R5,R6,R7,R7L,R8,R8L,R9,R10,R11,R11L,R12,R13,R14,R15,R15L,R16,R18,R18S,R19,R20,R21,R22,R23,R23L,R24,R24L,R25,R25L,R26,R27,R28,R29,R31,R32,R33,R34,R36,R40X,R55X,R70X,R401X,R_Line,WRX,WFL,FRX,ZWX,Boardings,Alightings,Facility_ID,CreationDate,Creator,EditDate,Editor,Project_Lead,Sign_Type,Bus_Zone,Project_Complete,Ridership_Updated,Landscaping,GlobalID,R17,EmergencyPhone,Adoptable,Adoption_Status
-78.6956056659,35.7549715178,405,8536,8536,Thistledown Dr at Lethbridge Ct,Thistledown Dr,Lethbridge Ct,Far,35.7549715181,-78.6956056659,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,15,8536,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,f5ed97eb-75b8-4505-a0b2-faf1c151eb6b,No,,No,Available
-78.6938317196,35.7502863351,406,8538,8538,Lineberry Dr at University Woods Rd,Lineberry Dr,University Woods Rd,Near,35.7501975125,-78.6938666812,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,,Shelter,Planned,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,17,59,8538,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,97d95f87-9a31-4698-8f34-6465ead2c6ac,No,,No,Available
-78.6917690862,35.7502635422,407,8539,8539,Lineberry Dr at Pauls Penny,Lineberry Dr,Pauls Penny,Near,35.7502635421,-78.6917690862,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,2,8539,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,559faf2c-f385-4222-bb90-2415c2ab6959,No,,No,Available
-78.686802363,35.7500076762,408,8540,8540,Lineberry Dr at Leadenhall Way,Lineberry Dr,Leadenhall Way, ,35.7499614516,-78.6867689322,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,4,8540,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,7e2bdc8b-04e9-47ce-97e5-7149e22a2eed,No,,No,Available
-78.6843952023,35.7506075969,409,8541,8541,Lineberry Dr at Mountain Mist Ct,Lineberry Dr,Mountain Mist Ct,Near,35.750607597,-78.6843952023,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,1,8541,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,4e547f90-0eff-428d-a540-28d6ce3c4154,No,,No,Available
-78.6690143208,35.7508782379,411,8543,8543,Sierra Dr at Lake Wheeler Rd,Sierra Dr,Lake Wheeler Rd,Near,35.7508782381,-78.6690143208,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,None,,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,3,8543,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Non-compliant,b6a7aa3b-3aab-4df0-ac90-c23e6034d741,No,,No,Available
-78.6940653193,35.7679829677,412,8544,8544,Gorman St at Avent Ferry Rd,Gorman St,Avent Ferry Rd,Near,35.7679829677,-78.6940653193,No,D,C,NCDOT,Yes,No,No,No,No,No,Yes,Slim,2,Yes,Improved,0,Yes,Concrete Mounted,2,Yes,Yes,,No,,,No,No,Yes,No,No,No,No,,Yes,No,WTP Site 39,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,68,18,8544,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,2ccfca2f-8057-45b2-83c7-4fc5bb887deb,No,,Yes,Available
-78.6640619284,35.7494099571,413,8546,8546,Sierra Dr at Rabbit Run,Sierra Dr,Rabbit Run,Far,35.7494099573,-78.6640619284,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,8546,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,22727a03-781d-4f6b-8e0e-5e5019b0e36f,No,,No,Available
-78.6945671138,35.7546232705,414,8554,8554,Thistledown Dr. at Trailwood Dr.,Thistledown Dr.,Trailwood Dr.,Far,35.7546232706,-78.6945671138,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,1,8554,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,f3da8486-f51b-4815-8609-c84dc949bdd2,No,,No,Available
-78.6966252044,35.7557483426,415,8555,8555,Thistledown Dr at Nesfield Ct,Thistledown Dr,Nesfield Ct,Near,35.7557483423,-78.6966252044,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,Yes,Improved,1,Yes,Concrete Mounted,1,No,No,,No,,,No,No,Yes,No,No,No,Yes,,No,No,Site 29,Bench,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,0,8555,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,CAT,No,,2022/01/20 05:00:00+00,,730d5b13-13f8-483f-bbc0-821f47bedafc,No,,No,Available
-78.6997000442,35.7563814249,416,8556,8556,Thistledown Dr at Gorman ST,Thistledown Dr,Gorman ST,Near,35.7563814248,-78.6997000442,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,,No,No,Yes,No,No,Yes,No,,No,No,,Shelter,Planned,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,9,4,8556,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,539b5474-daf3-41b7-98a1-c7ffa4a6e395,No,,No,Available
-78.6954796601,35.7622754592,417,8557,8557,Gorman St at Shire Ln,Gorman St,Shire Ln,Near,35.7622754591,-78.6954796601,No,D,C,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,2,8557,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,,3e12f143-2dd9-4d00-9c55-c0a4259c215c,No,,No,Available
-78.6942245224,35.7652653394,418,8558,8558,Gorman St at the Greenway Trail,Gorman St,the Greenway Trail,Far,35.7652653391,-78.6942245224,No,D,C,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,Yes,No,Yes,No,,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,8558,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,,7e87b250-ba88-4e1e-b7c1-eaae596002c7,No,,No,Available
-78.6524717326,35.7717840025,419,8559,8559,S Boylan Ave at Dorothea Dr,S Boylan Ave,Dorothea Dr,Near,35.7717840026,-78.6524717326,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,8559,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,00218e9f-14b2-4919-b8fd-a61fa623e6e0,No,,No,Available
-78.6922561609,35.7686408219,420,8561,8561,Avent Ferry Rd at Trailwood Rd,Avent Ferry Rd,Trailwood Rd,Far,35.7690999998,-78.69103,No,D,C,NCDOT,Yes,No,Yes,No,No,No,Yes,Slim,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,,No,,,No,No,Yes,No,No,Yes,No,,Yes,No,WTP Site 97,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,8561,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,cd828e43-a1cf-4b20-a1e8-0d3fc08ccb25,No,,No,Available
-78.6871264626,35.7710664023,421,8562,8562,Avent Ferry Rd at Brigadoon Dr,Avent Ferry Rd,Brigadoon Dr, ,35.7710957887,-78.6870137815,No,D,C,NCDOT,Yes,No,Yes,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,Yes,No,Site 81-Removed,Shelter,Planned,2023,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,17,5,8562,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,657c17dc-600e-486d-8c21-fbe653c985cc,No,,No,Available
-78.6830769273,35.773350928,422,8564,8564,Avent Ferry Rd at Centennial View Ln,Avent Ferry Rd,Centennial View Ln,Far,35.7733509279,-78.6830769273,No,D,C,NCDOT,Yes,No,Yes,No,No,No,Yes,Full,1,Yes,Improved,1,Yes,Concrete Mounted,1,No,Yes,,No,,,No,No,Yes,No,No,Yes,No,,No,No,,,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,33,10,8564,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,514b9e93-aa89-4c6f-b51f-ca306820cf4d,No,,Yes,Available
-78.6784810197,35.7769052459,423,8565,8565,Avent Ferry Rd at Centennial Pkwy,Avent Ferry Rd,Centennial Pkwy,Near,35.776905246,-78.6784810197,No,D,C,NCDOT,Yes,No,No,No,No,No,Yes,Full,1,Yes,Improved,1,Yes,Concrete Mounted,1,No,Yes,,No,,,No,No,Yes,Yes,Yes,Yes,No,,No,No,,,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,18,15,8565,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,80e5ad74-ce2f-42f8-b997-8d8af93b4868,No,,Yes,Available
-78.6765620098,35.7793484103,424,8566,8566,Avent Ferry Rd at Western Blvd,Avent Ferry Rd,Western Blvd,Near,35.7793484102,-78.6765620098,No,D,C,NCDOT,Yes,No,No,No,No,No,No,,0,Yes,Unimproved,1,Yes,Pole Mounted,1,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,18,8566,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,66391999-8f05-419d-bc99-b06d85a3b627,No,,No,Available
-78.6713511964,35.7820082255,425,8567,8567,Morrill Dr at Cates Ave (Inbound),Morrill Dr,Cates Ave (Inbound),Near,35.7828009992,-78.6707980004,No,D,C,Private,Yes,No,Yes,No,No,No,No,,0,Yes,Other,1,Yes,Concrete Mounted,1,No,No,,No,,,No,No,Yes,Yes,Yes,Yes,No,,Yes,No,,Shelter,Planned,2022,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,31,80,8567,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,3795b849-4c53-4a7b-8b63-608674132be3,No,,No,Available
-78.6625380964,35.7775392865,426,8568,8568,Western Blvd at Bilyeu St,Western Blvd,Bilyeu St,Far,35.7775392868,-78.6625380964,No,D,C,NCDOT,Yes,Yes,No,No,No,No,Yes,Slim,1,Yes,Improved,1,Yes,Concrete Mounted,1,No,Yes,,No,,,No,No,Yes,No,No,Yes,No,,Yes,No,Site 16,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,3,8568,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,CAT,No,,2022/01/20 05:00:00+00,,1c99e984-9e6d-43d2-8a20-72b03a9c3920,No,,Yes,Available
-78.6564348508,35.7745502219,427,8569,8569,Western Blvd at Hunt Dr,Western Blvd,Hunt Dr,Far,35.7745502218,-78.6564348508,No,D,C,NCDOT,Yes,Yes,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,Yes,Yes,Yes,No,,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1,8569,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,f12b6b7e-dc4f-4ff5-8cfa-f22affb5d3be,No,,No,Available
-78.6503002009,35.772457854,428,8570,8570,South St at Florence St,South St,Florence St,Near,35.772457854,-78.6503002009,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,,,No,No,Yes,No,No,Yes,No,,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,2,8570,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,ffd1faaf-3f63-402a-ade0-250a3ff8fac2,No,,No,Available
-78.6392382584,35.7881707904,429,8571,8571,Peace St at Seaboard Station Dr,Peace St,Seaboard Station Dr,Far,35.7881707907,-78.6392382584,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,Yes,No,,No,Some,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Seaboard Station Block A,Shelter,Design,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,11,10,8571,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,DS,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,6c2456c8-77a5-4d60-8ddc-0337f4933a94,No,,No,Available
-78.6475919088,35.7887068352,431,8573,8573,Peace St at Glenwood Ave,Peace St,Glenwood Ave,Far,35.7886986663,-78.647536136,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,Yes,Unimproved,1,No,,0,No,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,10,8573,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,a93bd433-18ad-469c-990a-5a05386af220,No,,No,Available
-78.6512994392,35.7887391273,432,8574,8574,Peace St at St Mary's St,Peace St,St Mary's St,Far,35.7887334717,-78.6512909187,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,Yes,Improved,1,Yes,Concrete Mounted,1,No,No,,No,Some,Street,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,Shelter,Planned,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,17,11,8574,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,9ce7f24e-a885-4750-9b6a-ee5737b32664,No,,No,Available
-78.6573093086,35.790817721,433,8576,8576,Bellwood Dr at Cameron St,Bellwood Dr,Cameron St,Near,35.7908315987,-78.6573156938,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,Yes,Yes,,No,Good,Street,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,14,8576,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,e0dec766-08ab-4020-bc05-cf70fe7f52ec,No,,No,Available
-78.6582782216,35.7910484251,434,8577,8577,Cameron St at Woodburn Rd,Cameron St,Woodburn Rd,Near,35.7910484248,-78.6582782216,No,D,C,Municipal,Yes,No,No,No,No,No,Yes,Other,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,No,,No,Some,Shelter/Wired,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20,28,8577,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,c6d6f3f4-67b7-481e-b289-aad8cd85afa3,No,,Yes,Available
-78.6609167721,35.790988174,435,8578,8578,Cameron St at Daniels St,Cameron St,Daniels St,Near,35.7909881739,-78.6609167721,No,D,C,Municipal,Yes,No,Yes,No,No,No,Yes,Other,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,36,8578,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,dc43eb20-c405-47d0-b339-f71e3554a2c6,No,,Yes,Available
-78.6785043525,35.790168382,436,8584,8584,Hillsborough St at Shepherd St,Hillsborough St,Shepherd St,Near,35.790370447,-78.6789510973,No,D,C,NCDOT,Yes,Yes,Yes,No,No,No,No,,0,No,,0,No,,0,No,No,,Yes,Some,Street,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,3,8584,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,e47a091e-4b9a-42d7-87c0-6c5650291ba1,No,,No,Available
-78.6821567498,35.7923286125,437,8585,8585,Hillsborough St at Furches St,Hillsborough St,Furches St,Far,35.7923286122,-78.6821567498,No,D,C,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,No,No,Yes,No,No,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,2,8585,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,1fc4097c-998b-4a05-92c4-04018ff2424f,No,,No,Available
-78.6841691521,35.7934212612,438,8586,8586,Hillsborough St at Faircloth St,Hillsborough St,Faircloth St,Near,35.79343708,-78.6841879269,No,D,C,NCDOT,Yes,Yes,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,4,8586,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,e8ec5eda-d942-49e8-8819-a640f363faad,No,,No,Available
